,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer
3087,Isaac_Newton,Was this study cast into doubt when it was later found that Newton himself wrote the study 's concluding remarks on Leibniz ?,,,
3089,Isaac_Newton,Does # Newton not  Third Law states that for every action there is an equal and opposite reaction ?,,,
3090,Isaac_Newton,What happened at the time of newton 's birth?,,,
3091,Isaac_Newton,What happened from school?,,,
3092,Isaac_Newton,What happened on those of aristotle?,,,
3093,James_Monroe,Is James Monrow the fifth president of US?,Yes,easy,easy
3094,James_Monroe,Is James Monrow the fifth president of US?,Yes.,easy,easy
3095,James_Monroe,What is the first word on the page?,James,easy,too easy
3096,James_Monroe,What is the first word on the page?,James_Monroe,easy,too hard
3097,James_Monroe,What is the first number on the page?,28,easy,too easy
3098,James_Monroe,What is the first number on the page?,28,easy,too hard
3099,James_Monroe,When did Monroe's presidency expired?,"March 4, 1825",medium,medium
3100,James_Monroe,When did Monroe's presidency expired?,"March 4, 1825.",medium,medium
3102,James_Monroe,What is Monroe's father's name?,Spence Monroe.,medium,medium
3103,James_Monroe,What is Monroe's daughter's name?,Maria Hester Monroe Gouverneur,medium,medium
3104,James_Monroe,What is Monroe's daughter's name?,Maria Hester Monroe Gouverneur,medium,medium
3105,James_Monroe,"What does ""Era of Good Feelings"" refers to?",Reduced tension,hard,medium
3106,James_Monroe,"What does ""Era of Good Feelings"" refers to?","Monroe allowed his political base to decay, which reduced tensions and led to the naming of his era as the ""Era of Good Feelings"".",hard,too hard
3107,James_Monroe,Did Monroe' wedding happen at the Trinity Church in New York?,Yes,hard,easy
3108,James_Monroe,Did Monroe' wedding happen at the Trinity Church in New York?,Yes,hard,too hard
3109,James_Monroe,What is Monroe Doctrine?,A doctrine declaring U.S. opposition to European interference in the Americas.,hard,medium
3110,James_Monroe,What is Monroe Doctrine?,"In it, Monroe proclaimed the Americas should be free from future European colonization and free from European interference in sovereign countries' affairs. It further stated the United States' intention to stay neutral in European wars and wars between European powers and their colonies, but to consider any new colonies or interference with independent countries in the Americas as hostile acts toward the United States. ",hard,hard
3111,James_Monroe,Was James Monroe President of the United States?,yes,easy,easy
3112,James_Monroe,Was James Monroe President of the United States?,Yes,easy,easy
3113,James_Monroe,Did James Monroe attend the College of William and Mary?,yes,easy,easy
3114,James_Monroe,Did James Monroe attend the College of William and Mary?,Yes,easy,easy
3115,James_Monroe,Did James Monroe fight in the Continental Army?,yes,easy,easy
3116,James_Monroe,Did James Monroe fight in the Continental Army?,Yes,easy,easy
3117,James_Monroe,Where was James Monroe born?,"Westmoreland County, Virginia",medium,medium
3118,James_Monroe,Where was James Monroe born?,"Westmoreland County, Virginia",medium,medium
3119,James_Monroe,Where was James Monroe shot?,"at the Battle of Trenton, in his left shoulder",medium,medium
3120,James_Monroe,Where was James Monroe shot?,The Battle of Trenton,medium,medium
3121,James_Monroe,Who did James Monroe marry?,Elizabeth Kortright,medium,medium
3122,James_Monroe,Who did James Monroe marry?,Elizabeth Kortright,medium,medium
3123,James_Monroe,What did James Monroe do before being elected governor?,He practiced law in Virginia.,hard,medium
3124,James_Monroe,What did James Monroe do before being elected governor?,He practiced law,hard,hard
3125,James_Monroe,In which years were John Monroe elected as President?,1817-1825,hard,medium
3126,James_Monroe,In which years were John Monroe elected as President?,1817-1825,hard,medium
3127,James_Monroe,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,George Washington,hard,medium
3128,James_Monroe,Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,George Washington,hard,medium
3129,James_Monroe,When was James Monroe appointed to Secretary of War?,1814,easy,medium
3131,James_Monroe,When did James Monroe die?,"July 4, 1831",easy,medium
3132,James_Monroe,When did James Monroe die?,,easy,
3134,James_Monroe,When did James Monroe graduate from William and Mary?,,easy,
3135,James_Monroe,When was James Monroe elected president?,"Monroe was elected president in the election of 1816, and re-elected in 1820.",medium,medium
3136,James_Monroe,When was James Monroe elected president?,,medium,
3137,James_Monroe,Which property did James Monroe sell in 1817?,Monroe Hill on the grounds of the University of Virginia.,medium,hard
3138,James_Monroe,Which property did James Monroe sell in 1817?,,medium,
3139,James_Monroe,When did James Monroe introduce the Monroe Doctrine?,"December 2, 1823",medium,medium
3140,James_Monroe,When did James Monroe introduce the Monroe Doctrine?,,medium,
3141,James_Monroe,Who did James Monroe live with in New York City?,His daughter Maria Hester Monroe Gouverneur,hard,medium
3143,James_Monroe,What did James Monroe's letters not contain?,No letters survive in which he might have discussed his religious beliefs.,hard,hard
3145,James_Monroe,What was the result of the rejection of the Jay Treaty?,"As a result, the two nations moved closer toward the War of 1812.",hard,hard
3147,James_Monroe,Who is depicted holding the flag in the famous painting of Washington Crossing the Delaware?,Monroe,,medium
3148,James_Monroe,"What dwindled and eventually died out, starting with the Hartford Convention?",The Federalist Party,,easy
3149,James_Monroe,Is it true that he practiced law in fredericksburg?,yes,,easy
3150,James_Monroe,What did James Monroe make in 1817?,two long tours,,hard
3151,James_Monroe,Was Monroe anticlerical?,no,,easy
3152,James_Monroe,Was Monroe appointed Minister to France from 1794 to 1796?,yes,,easy
3153,James_Monroe,What expired on March?,Monroe's presidency,,medium
3154,James_Monroe,Had Monroe racked up many debts during his years of public life ?,yes,,easy
3155,James_Monroe,Who dismantled partisan and sectional coalitions ?,many congressmen,,medium
3156,James_Monroe,Had Monroe racked up many debts during his years of public life ?,yes,,easy
3157,James_Monroe,What happened in 1811?,Monroe returned to the Virginia House of Delegates and was elected to another term as governor of Virginia,,easy
3158,James_Monroe,What happened in the election of 1816?,Monroe was elected president,,easy
3159,James_Watt,Who died in childbirth in 1772?,Margaret Miller,,medium
3160,James_Watt,Who died in 1832?,Margaret Miller.,,medium
3161,James_Watt,"Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?",Yes.,,easy
3163,James_Watt,Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?,Yes.,,easy
3164,James_Watt,"Four years after opening his shop , Watt began what?","Watt began to experiment with steam after his friend, Professor John Robison, called his attention to it.",,medium
3165,James_Watt,Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?,Yes.,,easy
3166,John_Adams,Did John Adams represent the Continental Congress in Europe?,Yes.,easy,easy
3167,John_Adams,Did John Adams represent the Continental Congress in Europe?,yes,easy,easy
3169,John_Adams,Was Adams raised Congregationalist?,yes,easy,easy
3170,John_Adams,Was Adams an opponent of the Stamp Act?,Yes.,easy,easy
3171,John_Adams,Was Adams an opponent of the Stamp Act?,yes,easy,easy
3173,John_Adams,When did Adams graduate from college?,1755,medium,medium
3174,John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,"Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman.",medium,medium
3175,John_Adams,Who was on the committee with Adams to draft  a Declaration of Independence?,"Thomas Jefferson, Benjamin Franklin, Robert R. Livingston and Roger Sherman",medium,medium
3176,John_Adams,What did Jefferson call John Adams?,"The ""Colossus of Independence"".",medium,hard
3177,John_Adams,What did Jefferson call John Adams?,Colossus of Independence,medium,medium
3178,John_Adams,What was Adams' political party?,The Federalist Party.,hard,hard
3179,John_Adams,What was Adams' political party?,Federalist,hard,hard
3180,John_Adams,Was Adams the first to introduce a bicameral legislature?,Yes.,hard,hard
3181,John_Adams,Was Adams the first to introduce a bicameral legislature?,yes,hard,too hard
3182,John_Adams,Did John Adams get along with Alexander Hamilton?,No.,hard,hard
3183,John_Adams,Did John Adams get along with Alexander Hamilton?,no,hard,too hard
3184,John_Adams,Did John Adams go to Harvard? ,yes,easy,medium
3185,John_Adams,Did John Adams go to Harvard? ,Yes,easy,easy
3186,John_Adams,Did John Adams support the Stamp Act of 1765?,No,easy,hard
3187,John_Adams,Did John Adams support the Stamp Act of 1765?,No,easy,easy
3188,John_Adams,Is Adams' birthplace part of a national park?,yes,easy,easy
3189,John_Adams,Is Adams' birthplace part of a national park?,Yes,easy,easy
3190,John_Adams,When did John Adams serve as Vice President?,1789-1797,medium,easy
3191,John_Adams,When did John Adams serve as Vice President?,1789-1797,medium,medium
3192,John_Adams,With what party did Adams run for presidency?,The Federalist Party,medium,medium
3193,John_Adams,With what party did Adams run for presidency?,The Federalist Party,medium,medium
3194,John_Adams,Where is Adams buried?,United First Parish Church,medium,medium
3195,John_Adams,Where is Adams buried?,United First Parish Church,medium,medium
3196,John_Adams,Who were the midnight judges?,"They were a series of judges, so called because most of them were formally appointed days before Adams' presidential term expired",hard,hard
3197,John_Adams,Who were the midnight judges?,They were judges formally appointed days before Adams term expired,hard,hard
3198,John_Adams,In what ways was Adams opposed by Anderw Hamilton?,Hamilton wanted to control the army differently than Adams,hard,hard
3200,John_Adams,What information did he record in his diary?,He wrote descriptions of events and impressions of men,hard,medium
3201,John_Adams,Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?,John Adams,,medium
3202,John_Adams,Who represented the Continental Congress in Europe?,John Adams,,medium
3203,John_Adams,What is now part of Adams National Historical Park?,John Adams' birthplace,,medium
3204,John_Adams,Is it true that adams had spent some time as the ambassador?,yes,,easy
3205,John_Adams,Is it true that massachusetts sent him in 1774?,yes,,easy
3206,John_Adams,Who did Massachusetts send in 1774?,John Adams,,hard
3207,John_Adams,"Are his last words often quoted as "" Thomas Jefferson survives "" . ?",yes,,easy
3209,John_Adams,Adams ' opponents were what?,Democratic Republicans,,hard
3210,John_Adams,"Did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?",No.,,easy
3211,John_Adams,What happened in 1764?,Adams married Abigail Smith,,medium
3212,kangaroo,Is a kangaroo a reptile?,no,easy,easy
3213,kangaroo,Is a kangaroo a reptile?,No,easy,easy
3214,kangaroo,Is a kangaroo on the Australian coat of arms?,yes,easy,easy
3215,kangaroo,Is a kangaroo on the Australian coat of arms?,Yes,easy,medium
3216,kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",yes,easy,medium
3217,kangaroo,"Was James Cook the first to record the name ""Kangooroo?""",Yes,easy,medium
3219,kangaroo,What is a collective noun for kangaroos?,"Mob, troop, or court",medium,medium
3220,kangaroo,Where do joeys complete postnatal development?,marsupium,medium,medium
3221,kangaroo,Where do joeys complete postnatal development?,A pouch called a marsupium,medium,medium
3222,kangaroo,"What do kangaroos use for ""crawl-walking?""",its hind feet,hard,medium
3223,kangaroo,"What do kangaroos use for ""crawl-walking?""",Their hind feet and their tails,hard,hard
3225,kangaroo,Why do kangaroos have a wide bite?,Because of grazing,hard,hard
3226,kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,bacteria,hard,hard
3227,kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,The digestive system of a kangaroo,hard,too hard
3228,kangaroo,Are wild kangaroos shot for meat?,yes,easy,easy
3230,kangaroo,Have kangaroos fared well since European settlement?,yes,easy,easy
3231,kangaroo,Have kangaroos fared well since European settlement?,Yes,easy,easy
3232,kangaroo,Do kangaroos have many natural predators?,no,easy,easy
3233,kangaroo,Do kangaroos have many natural predators?,No,easy,easy
3234,kangaroo,What is the average life expectancy of a kangaroo?,4.6 years,medium,medium
3235,kangaroo,What is the average life expectancy of a kangaroo?,about 4.6 years,medium,medium
3236,kangaroo,When did the first official report of kangaroo blindness take place?,1994,medium,medium
3237,kangaroo,When did the first official report of kangaroo blindness take place?,1994,medium,medium
3238,kangaroo,What are vehicles that frequent isolated roads often fitted with?,roo bars,medium,medium
3239,kangaroo,What are vehicles that frequent isolated roads often fitted with?,roo bars,medium,medium
3240,kangaroo,Do kangaroos eat plants?,yes,hard,hard
3241,kangaroo,Do kangaroos eat plants?,Yes,hard,too hard
3242,kangaroo,What are some extinct predators of the kangaroo?,"Thylacine, Marsupial Lion, Maagalania, and Wonambi",hard,hard
3243,kangaroo,What are some extinct predators of the kangaroo?,The Thylacine,hard,hard
3244,kangaroo,Is a Kangaroo a Marsupial?,,easy,
3245,kangaroo,Is a Kangaroo a Marsupial?,Yes,easy,easy
3246,kangaroo,Is the kangaroo an herbivour?,,easy,
3247,kangaroo,Is the kangaroo an herbivour?,Yes,easy,medium
3248,kangaroo,Are Kangaroos Shy?,,easy,
3249,kangaroo,Are Kangaroos Shy?,Yes,easy,easy
3250,kangaroo,What method of locomotion do Kangaroos Use?,,medium,
3251,kangaroo,What method of locomotion do Kangaroos Use?,hopping,medium,medium
3252,kangaroo,What is the average life expectancy of a kangaroo?,,medium,
3253,kangaroo,What is the average life expectancy of a kangaroo?,4 to 6 years,medium,hard
3254,kangaroo,What is a collective noun for a kangaroo?,,medium,
3255,kangaroo,What is a collective noun for a kangaroo?,"a mob, troop, or court",medium,medium
3256,kangaroo,What is a roo?,,hard,
3257,kangaroo,What is a roo?,a kangaroo,hard,medium
3258,kangaroo,What is used to protect a vehicale from a Kangaroo?,,hard,
3259,kangaroo,What is used to protect a vehicale from a Kangaroo?,roo bars,hard,hard
3260,kangaroo,What method is used by Kangaroos to travel?,,hard,
3261,kangaroo,What method is used by Kangaroos to travel?,hopping,hard,medium
3262,kangaroo,Who asked a nearby local what the creatures were called?,Captain James Cook and naturalist Sir Joseph Banks,,hard
3263,kangaroo,What are four species that are commonly referred to as kangaroos?,"The Red Kangaroo, The Eastern Grey Kangaroo, The Western Grey Kangaroo, and The Antilopine Kangaroo",,too hard
3264,kangaroo,Are kangaroos and wallabies adept swimmers?,yes,,easy
3265,kangaroo,Are kangaroos farmed to any extent?,No.,,easy
3266,kangaroo,Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?,Veterinarians,,medium
3267,kangaroo,Different species of kangaroos eat what?,different diets,,medium
3269,kangaroo,Is a collision with a vehicle capable of killing a kangaroo ?,yes,,easy
3271,kangaroo,"Have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?",yes,,easy
3272,kangaroo,"Is a kangaroo a marsupial from the family macropodidae -LRB- macropods , meaning (`` ` large foot ('' ' -RRB-?",yes,,easy
3273,kangaroo,What kinds of changes have larger kangaroos adapted much better to?,Changes wrought to the Australian landscape by humans.,,medium
3275,leopard,Is the leopard smaller than the other members of Panthera?,yes,easy,easy
3276,leopard,Is the leopard smaller than the other members of Panthera?,Yes,easy,easy
3277,leopard,Is a leopard larger and less lanky than a cheetah?,yes,easy,easy
3278,leopard,Is a leopard larger and less lanky than a cheetah?,Yes,easy,easy
3280,leopard,Are large pythons potential prey for leopards?,Yes,easy,easy
3281,leopard,What may a leopard be mistaken for?,A cheetah or a jaguar,medium,medium
3282,leopard,What may a leopard be mistaken for?,A cheetah or a jaguar,medium,medium
3283,leopard,What is a hybrid animal resulting from a union between a leopard and a puma?,a pumapard,medium,medium
3284,leopard,What is a hybrid animal resulting from a union between a leopard and a puma?,A pumapard,medium,medium
3285,leopard,Where do leopards often hide their kills?,in dense vegetation,medium,medium
3286,leopard,Where do leopards often hide their kills?,in dense vegetation or in trees,medium,medium
3287,leopard,How did early naturalists distinguish between leopards and panthers?,by the length of their tails,hard,hard
3288,leopard,How did early naturalists distinguish between leopards and panthers?,"By the length of the tail, panthers having longer tails than leopards",hard,hard
3289,leopard,What are dark leopards known as colloquially?,Black Panthers,hard,hard
3290,leopard,What are dark leopards known as colloquially?,black panthers,hard,too hard
3291,leopard,What shape are a leopard's black rosettes in East Africa?,circular,hard,hard
3292,leopard,What shape are a leopard's black rosettes in East Africa?,circular,hard,hard
3293,leopard,Is the leopard an Old World mammal?,yes,easy,easy
3294,leopard,Is the leopard an Old World mammal?,yes,easy,easy
3295,leopard,Is the leopard an Old World mammal?,.,easy,too easy
3296,leopard,Is the leopard of the Felidae family?,yes,easy,easy
3298,leopard,Is the leopard of the Felidae family?,,easy,
3299,leopard,Is the leopard one of the four 'big cats'?,yes,easy,easy
3300,leopard,Is the leopard one of the four 'big cats'?,yes,easy,medium
3301,leopard,Is the leopard one of the four 'big cats'?,,easy,
3302,leopard,Where is the leopard distributed?,southern Eurasia and Africa,medium,medium
3303,leopard,Where is the leopard distributed?,"southern Eurasia and Africa, from Korea to South Africa and Spain",medium,medium
3304,leopard,Where is the leopard distributed?,,medium,
3306,leopard,How long is a leopard's tail?,60-110cm,medium,medium
3307,leopard,How long is a leopard's tail?,,medium,
3308,leopard,How much does a leopard weigh?,Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females.,medium,medium
3309,leopard,How much does a leopard weigh?,(because of ambiguity) - 28-90kg,medium,too hard
3310,leopard,How much does a leopard weigh?,,medium,
3311,leopard,Does a male leopard weigh more than a female leopard?,yes,hard,medium
3312,leopard,Does a male leopard weigh more than a female leopard?,yes,hard,hard
3313,leopard,Does a male leopard weigh more than a female leopard?,,hard,
3314,leopard,What is the difference between leopards and cheetahs?,The leopard has rosettes rather than cheetah's simple spots and the leopard is larger and less lanky than the cheetah.,hard,hard
3315,leopard,What is the difference between leopards and cheetahs?,"The leopard has rosettes rather than cheetah's simple spots, but they lack internal spots, unlike the jaguar. The leopard is larger and less lanky than the cheetah but smaller than the jaguar.",hard,hard
3316,leopard,What is the difference between leopards and cheetahs?,,hard,
3317,leopard,How does the distribution size of the leopard compare to the distribution of other wild cats?,"As of 1996, the leopard had the largest distribution of any wild cat, although populations before and since have shown a declining trend and are fragmented outside of subsaharan Africa.",hard,hard
3319,leopard,How does the distribution size of the leopard compare to the distribution of other wild cats?,,hard,
3320,leopard,What resembles that of the similarly-sized cougar in the Americas?,The leopard's ecological role,,medium
3322,leopard,What sort of cats are solitary?,Leopards,,hard
3323,leopard,Are leopards circular?,No,,easy
3324,leopard,Is the leopard solitary?,Yes,,easy
3325,leopard,What centred in Sierra?,The leopard men,,medium
3326,leopard,Felis pardus was what?,"One of the many species described in Linnaeus's 18th-century work, Systema Naturae",,medium
3327,leopard,Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?,Yes,,easy
3328,leopard,Were the Leopard men a West African secret society who practised cannibalism ?,Yes,,easy
3329,leopard,Was the leopard tank a German designed tank which entered service in 1965 ?,Yes,,easy
3330,leopard,Is the black color heritable and caused by only one recessive gene locus ?,Yes,,easy
3331,leopard,"Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?",Yes,,easy
3332,leopard,Can a panther be any of several species of large felid?,Yes,,easy
3333,leopard,Is the leopard an agile and graceful predator?,Yes,,easy
3335,Liechtenstein,Is Liechtenstein bordered by Switzerland?,Yes,easy,easy
3336,Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,Yes,easy,easy
3337,Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,Yes,easy,easy
3338,Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,Yes,easy,easy
3339,Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,Yes,easy,easy
3341,Liechtenstein,When was the first factory opened?,1836,medium,medium
3342,Liechtenstein,How many municipalities is Liechtenstein divided into?,11,medium,medium
3343,Liechtenstein,How many municipalities is Liechtenstein divided into?,11,medium,medium
3344,Liechtenstein,What is the national currency of Liechtenstein?,Swiss franc,medium,medium
3345,Liechtenstein,What is the national currency of Liechtenstein?,Swiss franc,medium,medium
3346,Liechtenstein,Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,Yes,hard,hard
3347,Liechtenstein,What company administers Leichtenstein's railways?,Austrian Federal Railways,hard,medium
3348,Liechtenstein,What company administers Leichtenstein's railways?,Austrian Federal Railways,hard,medium
3349,Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,two-thirds,hard,hard
3350,Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,67%,hard,hard
3351,Liechtenstein,Is there an airport in Liechtenstein?,No.,easy,easy
3352,Liechtenstein,Is there an airport in Liechtenstein?,No,easy,easy
3353,Liechtenstein,Is Liechtenstein heavily urbanized?,No.,easy,medium
3354,Liechtenstein,Is Liechtenstein heavily urbanized?,No,easy,easy
3355,Liechtenstein,Is Liechtenstein doubly landlocked?,Yes.,easy,easy
3356,Liechtenstein,Is Liechtenstein doubly landlocked?,Yes,easy,easy
3357,Liechtenstein,Does Liechtenstein have an army?,No.,medium,easy
3358,Liechtenstein,Does Liechtenstein have an army?,No,medium,easy
3359,Liechtenstein,When was Liechtenstein's current constitution adopted?,October 1921.,medium,medium
3360,Liechtenstein,When was Liechtenstein's current constitution adopted?,October 1921,medium,medium
3361,Liechtenstein,What is the official language of Liechtenstein?,German.,medium,medium
3362,Liechtenstein,What is the official language of Liechtenstein?,German,medium,medium
3364,Liechtenstein,What countries border Liechtenstein?,Switzerland and Austria,hard,hard
3366,Liechtenstein,What Roman province was Liechtenstein part of?,Raetia,hard,medium
3367,Liechtenstein,How many municipalities are within Oberland?,6.,hard,too hard
3368,Liechtenstein,How many municipalities are within Oberland?,6,hard,too hard
3369,Liechtenstein,What is the smallest German-speaking country in the world?,Liechtenstein,,medium
3370,Liechtenstein,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?",1861,,easy
3372,Liechtenstein,Does the state court rule on the conformity of laws?,Yes,,easy
3373,Liechtenstein,What do most recognizable international company and largest employer have in common?,They are Hilti.,,medium
3374,Liechtenstein,Is Liechtenstein heavily urbanized?,No,,medium
3375,Liechtenstein,Was Liechtenstein completed in November 2000?,No,,medium
3376,Liechtenstein,What completed in November?,the Kunstmuseum Liechtenstein,,medium
3377,Liechtenstein,The State Court rules what?,on the conformity of laws with the constitution,,easy
3378,Liechtenstein,The Historical Society of the Principality of Liechtenstein plays what?,a role in preserving the culture and history of the country.,,easy
3379,Liechtenstein,Is the museum collection also the national art collection of Liechtenstein ?,Yes,,easy
3380,Liechtenstein,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,Yes,,easy
3381,Liechtenstein,Are nationals referred to by the plural : Liechtensteiners ?,Yes,,easy
3382,Liechtenstein,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?",Yes,,easy
3383,Liechtenstein,Is it a winter sports resort?,Yes,,medium
3384,Liechtenstein,Is it the smallest german-speaking country in the world?,Yes,,easy
3385,Liechtenstein,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?",The Liechtenstein Dynasty acquired vast swaths of land,,medium
3386,Millard_Fillmore,"Did Webster write, ""I can now sleep of nights""?",Yes.,easy,easy
3387,Millard_Fillmore,"Did Webster write, ""I can now sleep of nights""?",Yes,easy,easy
3388,Millard_Fillmore,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,Yes,easy,easy
3389,Millard_Fillmore,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,Yes,easy,easy
3390,Millard_Fillmore,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?",Yes,easy,easy
3391,Millard_Fillmore,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?",yes,easy,easy
3392,Millard_Fillmore,Who got Seward elected to the senate?,Weed,medium,medium
3393,Millard_Fillmore,Who got Seward elected to the senate?,Weed ultimately got Seward elected to the senate,medium,medium
3394,Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Japan,medium,medium
3395,Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Commodore Matthew C. Perry send to Japan,medium,hard
3396,Millard_Fillmore,What is The Remarkable Millard Fillmore?,A fake biography based on real events that happened in Fillmore's life.,medium,medium
3397,Millard_Fillmore,What is The Remarkable Millard Fillmore?,"In 2007, George Pendle wrote The Remarkable Millard Fillmore, a fake biography based on real events that happened in Fillmore's life",medium,medium
3398,Millard_Fillmore,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,Before.,hard,hard
3401,Millard_Fillmore,Did Fillmore run for President a second time?,I don't know (semantic ambiguity),hard,too hard
3402,Millard_Fillmore,How long after the death of his first wife did Fillmore marry Caroline McIntosh?,where is the death date of his first wife?,hard,too hard
3403,Millard_Fillmore,Was Millard Fillmore the thirteenth President of the United States?,yes,easy,easy
3404,Millard_Fillmore,Was Millard Fillmore the thirteenth President of the United States?,yes,easy,easy
3405,Millard_Fillmore,Was Millard Fillmore the thirteenth President of the United States?,,easy,
3406,Millard_Fillmore,"Was Millard Fillmore born on January 7, 1800?",yes,easy,medium
3407,Millard_Fillmore,"Was Millard Fillmore born on January 7, 1800?",yes,easy,easy
3409,Millard_Fillmore,"Did Millard Fillmore die on March 8, 1974?",no,easy,easy
3411,Millard_Fillmore,"Did Millard Fillmore die on March 8, 1974?",,easy,
3412,Millard_Fillmore,Where was Millard Fillmore born?,"in a log cabin in Summerhill, New York",medium,easy
3413,Millard_Fillmore,Where was Millard Fillmore born?,"in a log cabin in Summerhill, New York",medium,medium
3414,Millard_Fillmore,Where was Millard Fillmore born?,,medium,
3415,Millard_Fillmore,To whom was Millard Fillmore born to?,to Nathaniel and Phoebe Millard Fillmore,medium,easy
3416,Millard_Fillmore,To whom was Millard Fillmore born to?,to Nathaniel and Phoebe Millard Fillmore,medium,medium
3417,Millard_Fillmore,To whom was Millard Fillmore born to?,,medium,
3418,Millard_Fillmore,Who did Millard Fillmore fall in love with?,He fell in love with Abigail Powers,medium,easy
3419,Millard_Fillmore,Who did Millard Fillmore fall in love with?,Abigail Powers,medium,medium
3420,Millard_Fillmore,Who did Millard Fillmore fall in love with?,,medium,
3421,Millard_Fillmore,What did Taylor and Fillmore disagree upon?,slavory issues,hard,easy
3422,Millard_Fillmore,What did Taylor and Fillmore disagree upon?,Taylor and Fillmore disagreed on the slavery issue in the new western territories taken from Mexico in the Mexican-American War,hard,medium
3423,Millard_Fillmore,What did Taylor and Fillmore disagree upon?,,hard,
3424,Millard_Fillmore,How did Fillmore ascend to the presidency?,"upon the death of the sitting president, Taylor",hard,medium
3425,Millard_Fillmore,How did Fillmore ascend to the presidency?,Official White House portrait of Millard FillmoreFillmore ascended to the presidency upon the sudden and unexpected death of President Taylor in July 1850.,hard,hard
3426,Millard_Fillmore,How did Fillmore ascend to the presidency?,,hard,
3427,Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,they were ok with him,hard,too hard
3428,Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,angry,hard,hard
3429,Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,,hard,
3430,Millard_Fillmore,Who was first apprenticed to a fuller to learn the cloth-making trade?,millard fillmore,,easy
3431,Millard_Fillmore,He founded the private university of buffalo on what date?,1846,,easy
3432,Millard_Fillmore,Who or what fell in love with abigail powers?,millard fillmore,,easy
3433,Millard_Fillmore,Was Fillmore one of the founders of the University of Buffalo?,yes,,easy
3434,Millard_Fillmore,Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?,yes,,easy
3435,Millard_Fillmore,"Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?",no,,easy
3436,Millard_Fillmore,Is Fillmore the first of two presidents to have been an indentured servant ?,yes,,easy
3437,Millard_Fillmore,Is the comic strip Mallard Fillmore named after the president ?,yes,,easy
3438,Millard_Fillmore,Was Fillmore the first U.S. President born after the death of a former president ?,yes,,easy
3439,Millard_Fillmore,"Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?",no,,easy
3441,Nikola_Tesla,"Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near Gospić , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?",Nikola Tesla,,easy
3442,Nikola_Tesla,Are there at least two films describing Tesla 's life ?,Yes.,,easy
3443,Nikola_Tesla,Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?,yes.,,easy
